depth,network,site_id,n,exact_acc,class_err,kappa
Middle,SCAN,SCAN:2107,4208,0.29895437262357416,1.5061787072243347,0.16023137535985701
Middle,SCAN,SCAN:2115,5582,0.20834826227158723,1.6085632389824436,0.2479966109885753
Middle,SCAN,SCAN:2117,3999,0.2590647661915479,1.719679919979995,-0.016591431034150082
Middle,SCAN,SCAN:2136,5060,0.28715415019762847,1.6043478260869566,0.08673265441167702
Middle,SCAN,SCAN:2140,5294,0.29165092557612393,1.2999622213826973,0.12945763975172978
Middle,SCAN,SCAN:2141,4543,0.35285053929121724,1.1644287915474356,0.2505805275342858
Middle,SCAN,SCAN:2160,4306,0.284486762656758,1.456572224802601,0.1815515369111497
Middle,SCAN,SCAN:2172,4015,0.26301369863013696,1.6191780821917807,0.008021693317522031
Middle,SCAN,SCAN:2174,3779,0.2378936226514951,1.793860809738026,0.07634591405157667
Middle,SCAN,SCAN:2189,3361,0.3118119607259744,1.2424873549538828,0.19104750817266017
Middle,SCAN,SCAN:2190,521,0.2744721689059501,1.4913627639155471,0.029293638608905256
Middle,SCAN,SCAN:2194,3453,0.2904720532869968,1.3475238922675934,0.24762390262534772
Middle,SCAN,SCAN:2197,2585,0.28588007736943905,1.323404255319149,0.14366592818147517
Middle,SCAN,SCAN:2198,2331,0.28914628914628915,1.5285285285285286,0.14013433292441277
Middle,SCAN,SCAN:2201,2724,0.3314977973568282,1.1523494860499266,0.23544424086544014
Middle,SNTL,SNTL:1013,6993,0.30244530244530243,1.3243243243243243,0.19549362344397486
Middle,SNTL,SNTL:1030,3291,0.3378912184746278,1.0364630811303555,0.3604074207841996
Middle,SNTL,SNTL:1034,6136,0.21903520208604954,1.8973272490221642,0.036236304313776474
Middle,SNTL,SNTL:1042,5793,0.32452960469532194,1.214224063524944,0.3421046274476977
Middle,SNTL,SNTL:1065,6383,0.310512298292339,1.2959423468588438,0.21835115342995406
Middle,SNTL,SNTL:1067,6120,0.280718954248366,1.3594771241830066,0.20024827100598327
Middle,SNTL,SNTL:1097,3820,0.3149214659685864,1.2455497382198952,0.1888836990766014
Middle,SNTL,SNTL:1112,4433,0.2679900744416873,1.4367245657568237,0.11945254653635297
Middle,SNTL,SNTL:1116,3070,0.31400651465798046,1.4061889250814332,0.11365329322000253
Middle,SNTL,SNTL:1149,3061,0.21659588369813787,1.5749754982032016,0.09209863351500308
Middle,SNTL,SNTL:1197,3122,0.3539397821909033,1.1973094170403586,0.4384443983617497
Middle,SNTL,SNTL:1216,2038,0.239450441609421,1.6211972522080471,0.12622841161217244
Middle,SNTL,SNTL:1217,2665,0.3181988742964353,1.3354596622889305,0.19320244958253432
Middle,SNTL,SNTL:1242,3077,0.3311667208319792,1.138446538836529,0.21368635583948556
Middle,SNTL,SNTL:329,6425,0.3159533073929961,1.338988326848249,0.21953506007972093
Middle,SNTL,SNTL:444,6422,0.2992837122391778,1.384459669884771,0.19844563149830205
Middle,SNTL,SNTL:462,6012,0.3250166333998669,1.3092149035262808,0.16436392024911525
Middle,SNTL,SNTL:491,3491,0.28931538241191634,1.2532225723288457,0.3336768132164699
Middle,SNTL,SNTL:503,6707,0.30788728194423737,1.4671239004025645,0.16540358235124672
Middle,SNTL,SNTL:522,3654,0.28160919540229884,1.374384236453202,0.12414173415026461
Middle,SNTL,SNTL:569,6587,0.3169880066798239,1.3519052679520267,0.15727996716452824
Middle,SNTL,SNTL:631,6634,0.3200180886343081,1.3179077479650287,0.1839334489127995
Middle,SNTL,SNTL:634,5418,0.2692875599852344,1.4069767441860466,0.222193208051932
Middle,SNTL,SNTL:643,4690,0.25010660980810234,1.5392324093816632,0.11731047737703465
Middle,SNTL,SNTL:697,6628,0.24532287266143632,1.645896197948099,0.1780718073743906
Middle,SNTL,SNTL:736,0,NA,NA,NA
Middle,SNTL,SNTL:762,2854,0.23545900490539592,1.5679747722494743,0.11560643699149623
Middle,SNTL,SNTL:809,6887,0.3576303179904167,1.1589952083635835,0.2153383805183849
Middle,SNTL,SNTL:823,5328,0.306493993993994,1.3141891891891893,0.23398277378010493
Middle,SNTL,SNTL:837,658,0.23100303951367782,1.553191489361702,0.12519183998123545
Middle,SNTL,SNTL:840,3743,0.34357467272241515,1.2628907293614748,0.3667799388423784
Middle,SNTL,SNTL:848,6793,0.25408508759016635,1.6455174444280878,0.11466248341635547
Middle,SNTL,SNTL:864,5181,0.2526539278131635,1.5533680756610693,0.14317325424584404
Middle,SNTL,SNTL:937,3193,0.2896962104603821,1.254306295020357,0.2615546535602799
Middle,SNTL,SNTL:992,3527,0.3433512900481996,1.1420470654947548,0.3734499217857526
Middle,UMRB Mesonet,STRN8,0,NA,NA,NA
Middle,USCRN,1017,3924,0.3922018348623853,1.0040774719673802,0.37867918709341847
Middle,USCRN,1049,4536,0.3073192239858907,1.3355379188712522,0.15385278458568824
Middle,USCRN,1116,4272,0.3321629213483146,1.225187265917603,0.33809838782868773
Middle,USCRN,1142,4842,0.2771581990912846,1.4326724494010739,0.2457795949453613
Middle,USCRN,1231,3939,0.32927138867732925,1.2805280528052805,0.28140726751144224
Middle,USCRN,1447,2891,0.38256658595641646,1.0242130750605327,0.39915674978774607
Middle,USCRN,1487,2849,0.36995436995437,1.0136890136890138,0.3528380247556575
Middle,UMRB Mesonet,JSTN8,0,NA,NA,NA
Middle,UMRB Mesonet,LCMS2,0,NA,NA,NA
Middle,UMRB Mesonet,MLVM8,0,NA,NA,NA
Middle,UMRB Mesonet,MVMS2,0,NA,NA,NA
Middle,UMRB Mesonet,NOMS2,0,NA,NA,NA
Middle,SCAN,SCAN:2012,7240,0.24281767955801106,1.5756906077348067,0.1841567035360539
Middle,SCAN,SCAN:2018,6862,0.32439522005246285,1.2814048382395804,0.1900852343465211
Middle,SCAN,SCAN:2032,8102,0.2537645025919526,1.6778573191804493,0.0958995085460578
Middle,SCAN,SCAN:2037,6582,0.36204800972348833,1.027043451838347,0.4436469969600836
Middle,SCAN,SCAN:2047,6961,0.3308432696451659,1.1422209452664847,0.3565663858554307
Middle,SCAN,SCAN:2064,6198,0.26072926750564696,1.621813488222007,0.1842331676428469
Middle,SCAN,SCAN:2083,6040,0.34122516556291393,1.1375827814569537,0.3780401277621057
Middle,SCAN,SCAN:2084,5405,0.28751156336725253,1.4162812210915818,0.20434004762505353
Middle,SCAN,SCAN:2106,5411,0.2522639068564036,1.5296618000369617,0.10272458305321903
Middle,SCAN,SCAN:2109,5365,0.24156570363466914,1.8205032618825723,0.13700591228998196
Middle,SCAN,SCAN:2132,4275,0.2982456140350877,1.3936842105263159,0.10774879889707524
Middle,SCAN,SCAN:2144,4477,0.3377261559079741,1.3035514853696673,0.11769765588551548
Middle,SCAN,SCAN:2159,4413,0.30092907319283935,1.3725356900067982,0.1262616035040121
Middle,SCAN,SCAN:2162,4095,0.28547008547008546,1.2578754578754578,0.19327664244147372
Middle,SCAN,SCAN:2180,3370,0.300593471810089,1.2706231454005934,0.2552011218356362
Middle,SCAN,SCAN:2185,3116,0.3356867779204108,1.3055198973042361,0.08663165838875019
Middle,SCAN,SCAN:2204,2674,0.2094240837696335,1.5770381451009723,0.06269116546339966
Middle,SCAN,SCAN:2215,2342,0.26174210076857385,1.4099060631938514,0.12481402281232037
Middle,SCAN,SCAN:2220,2678,0.2826736370425691,1.5784167289021658,0.1712389741192483
Middle,UMRB Mesonet,SHSS2,0,NA,NA,NA
Middle,SNTL,SNTL:1015,6232,0.2893132220795892,1.6001283697047497,0.16648729618132976
Middle,SNTL,SNTL:1051,5739,0.35180345007841085,1.106813033629552,0.2888469858917022
Middle,SNTL,SNTL:1054,6530,0.3485451761102603,1.2457886676875958,0.28739569465079623
Middle,SNTL,SNTL:1083,3515,0.29046941678520627,1.280796586059744,0.31350275957070095
Middle,SNTL,SNTL:1098,3554,0.259144625773776,1.6181767023072595,0.08036536078531635
Middle,SNTL,SNTL:1115,4417,0.3158252207380575,1.3563504641159159,0.2557016464377786
Middle,SNTL,SNTL:1123,1763,0.25127623369256946,1.4214407260351674,0.2032942923764961
Middle,SNTL,SNTL:1125,3948,0.24822695035460993,1.7125126646403241,0.038584767157708595
Middle,SNTL,SNTL:1148,2158,0.3359592215013902,1.2252085264133457,0.3251441188346772
Middle,SNTL,SNTL:1153,3228,0.3045229244114003,1.1995043370508054,0.38140449909908464
Middle,SNTL,SNTL:1163,3867,0.29092319627618307,1.5668476855443496,0.19508648722904007
Middle,SNTL,SNTL:1168,2082,0.22670509125840538,1.697406340057637,0.10252073955443992
Middle,SNTL,SNTL:1278,509,0.3163064833005894,1.0962671905697445,0.5407141621713343
Middle,SNTL,SNTL:339,3960,0.29823232323232324,1.5123737373737374,0.19343666372470214
Middle,SNTL,SNTL:378,6881,0.31419851765731727,1.377706728673158,0.22440911123704257
Middle,SNTL,SNTL:380,6174,0.2606090055069647,1.5058309037900874,0.1858205610955876
Middle,SNTL,SNTL:392,6141,0.30516202572870865,1.3779514737013516,0.2372254355090939
Middle,SNTL,SNTL:452,4790,0.3217118997912317,1.2553235908141962,0.3238546848742233
Middle,SNTL,SNTL:463,7063,0.31190712161970835,1.464958233045448,0.04633396233856733
Middle,SNTL,SNTL:481,3318,0.3285111512959614,1.2411091018685956,0.292812554029918
Middle,SNTL,SNTL:485,1927,0.3274519979242346,1.1494551115723923,0.36741850867897996
Middle,SNTL,SNTL:490,2001,0.3798100949525237,1.1489255372313842,0.3784910472248259
Middle,SNTL,SNTL:493,5852,0.2508544087491456,1.4299384825700616,0.16460749573984257
Middle,SNTL,SNTL:514,5786,0.28361562391980644,1.3835119253370205,0.1745966447466873
Middle,SNTL,SNTL:521,4899,0.31863645641967747,1.2700551132884261,0.30730530314697957
Middle,SNTL,SNTL:557,4187,0.31382851683783136,1.2682111296871268,0.21451954954938154
Middle,SNTL,SNTL:574,5808,0.29820936639118456,1.4240702479338843,0.22135609397124
Middle,SNTL,SNTL:592,5919,0.3005575266092245,1.3421186011150532,0.08809931542207025
Middle,SNTL,SNTL:593,6478,0.379746835443038,1.0799629515282494,0.3669355053631414
Middle,SNTL,SNTL:615,6818,0.34819595189205044,1.1742446465239074,0.2616538618766224
Middle,SNTL,SNTL:652,3386,0.305965741287655,1.5,0.21532969076848182
Middle,SNTL,SNTL:686,7210,0.27073509015256586,1.478640776699029,0.12778301247219462
Middle,SNTL,SNTL:792,898,0.3596881959910913,1.0378619153674833,0.3545773975712132
Middle,SNTL,SNTL:811,6160,0.26071428571428573,1.5204545454545455,0.09727927755225518
Middle,SNTL,SNTL:836,0,NA,NA,NA
Middle,SNTL,SNTL:861,4467,0.2384150436534587,1.8112827400940228,-0.0682744171209215
Middle,SNTL,SNTL:865,5319,0.32355705959766873,1.2229742432788118,0.3126830779312178
Middle,SNTL,SNTL:983,5074,0.41072132439889636,0.9645250295624753,0.3033729809729276
Middle,UMRB Mesonet,STMS2,0,NA,NA,NA
Middle,USCRN,1002,1607,0.3702551337896702,1.0665836963285626,0.36663350861716587
Middle,USCRN,1003,3823,0.2743918388699974,1.5158252681140465,0.2057621868641536
Middle,USCRN,1006,4908,0.38162184189079057,0.962917685411573,0.42430762541035005
Middle,USCRN,1022,3459,0.28129517201503323,1.3917317143683146,0.052406572965679014
Middle,USCRN,1047,3852,0.28712357217030116,1.1939252336448598,0.38765747723589855
Middle,USCRN,1067,4276,0.19855004677268476,1.6880261927034612,0.1304809724019173
Middle,USCRN,1108,3855,0.23527885862516212,1.6780804150453956,-0.08747396959678025
Middle,USCRN,1110,4689,0.27404563872894006,1.4158669225847729,0.301579021546681
Middle,USCRN,1125,2490,0.3349397590361446,1.1506024096385543,0.4092144343766261
Middle,USCRN,1145,4053,0.2679496669133975,1.4887737478411054,0.16118175788715938
Middle,USCRN,1307,4658,0.28767711464147705,1.27286389008158,0.22015440025687308
Middle,USCRN,1531,4079,0.3709242461387595,1.0774699681294435,0.31786852293700163
Middle,UMRB Mesonet,ATRS2,0,NA,NA,NA
Middle,UMRB Mesonet,BKMS2,0,NA,NA,NA
Middle,UMRB Mesonet,GREN8,0,NA,NA,NA
Middle,UMRB Mesonet,HTGN8,0,NA,NA,NA
Middle,UMRB Mesonet,NISS2,0,NA,NA,NA
Middle,UMRB Mesonet,RAMS2,0,NA,NA,NA
Middle,SCAN,SCAN:2014,6723,0.31652536070206755,1.3331845902127026,0.2814860716212224
Middle,SCAN,SCAN:2015,7862,0.29623505469346223,1.5101755278555076,0.21726140018122408
Middle,SCAN,SCAN:2016,8809,0.29095243500964924,1.4871154501078443,0.22585621577850912
Middle,SCAN,SCAN:2017,7167,0.26356913631924095,1.5646714106320636,0.136466933072248
Middle,SCAN,SCAN:2019,7842,0.29839326702371843,1.387911247130834,0.3079294413614578
Middle,SCAN,SCAN:2027,7894,0.3420319229794781,1.1959716240182416,0.3164805967160148
Middle,SCAN,SCAN:2041,5899,0.309204949991524,1.2273266655365316,0.30823351256193926
Middle,SCAN,SCAN:2042,5697,0.25100930314200454,1.5954010882920835,0.19767400048804082
Middle,SCAN,SCAN:2048,6409,0.2852239038851615,1.3886721797472306,0.19616279510807758
Middle,SCAN,SCAN:2053,6617,0.3194801269457458,1.1766661629137072,0.3519302575139286
Middle,SCAN,SCAN:2057,6758,0.30186445693992303,1.4193548387096775,0.24026306061162891
Middle,SCAN,SCAN:2085,6629,0.23819580630562678,1.7581837381203802,0.09245486084508445
Middle,SCAN,SCAN:2129,4793,0.2660129355309827,1.6636761944502398,0.16504172952572624
Middle,SCAN,SCAN:2130,5417,0.29352039874469266,1.4022521690972862,0.21243442575325036
Middle,SCAN,SCAN:2137,5214,0.2828922132719601,1.4568469505178365,0.1253080820607737
Middle,SCAN,SCAN:2139,4742,0.28363559679460143,1.4403205398566006,0.11148281793148042
Middle,SCAN,SCAN:2145,4633,0.26095402546945823,1.583207424994604,0.0742782208510829
Middle,SCAN,SCAN:2153,3318,0.27998794454490655,1.3634719710669079,0.220751654388811
Middle,SCAN,SCAN:2206,0,NA,NA,NA
Middle,SNTL,SNTL:1039,6939,0.32555123216601817,1.2980256521112552,0.1782493437669201
Middle,SNTL,SNTL:1050,6213,0.3090294543698696,1.3919201673909545,0.2056353643771125
Middle,SNTL,SNTL:1052,5576,0.30272596843615496,1.5100430416068866,0.1955432334355023
Middle,SNTL,SNTL:1214,2243,0.23584485064645563,1.7302719572001783,0.07596270154358524
Middle,SNTL,SNTL:1226,3452,0.24420625724217845,1.7343568945538819,0.1503511780803137
Middle,SNTL,SNTL:306,4242,0.3055162659123055,1.342055634134842,0.15829438143530494
Middle,SNTL,SNTL:312,3270,0.3577981651376147,1.117737003058104,0.2593499314069831
Middle,SNTL,SNTL:336,4436,0.3345356176735798,1.2545085662759243,0.20876553808911452
Middle,SNTL,SNTL:387,3997,0.29271953965474107,1.381285964473355,0.34076059659672586
Middle,SNTL,SNTL:415,1737,0.284398388025331,1.362118595279217,0.12578732477403973
Middle,SNTL,SNTL:425,2506,0.3339984038308061,1.3172386272944931,0.18859551465855415
Middle,SNTL,SNTL:460,2459,0.26718178121187475,1.5323302155347702,-0.03391633341832736
Middle,SNTL,SNTL:466,0,NA,NA,NA
Middle,SNTL,SNTL:497,1605,0.34766355140186916,1.2049844236760126,0.19809389652027462
Middle,SNTL,SNTL:517,5296,0.2562311178247734,1.5581570996978853,0.23018139234534016
Middle,SNTL,SNTL:570,5946,0.3015472586612849,1.3304742684157416,0.25732155190643524
Middle,SNTL,SNTL:580,5835,0.2812339331619537,1.4044558697514995,0.15063734137962884
Middle,SNTL,SNTL:596,6174,0.28992549400712664,1.500971817298348,0.17188495075817073
Middle,SNTL,SNTL:640,3183,0.2805529374803644,1.3081998114985862,0.24223456935899884
Middle,SNTL,SNTL:701,2350,0.2570212765957447,1.5697872340425532,0.1929959178815906
Middle,SNTL,SNTL:735,3940,0.2647208121827411,1.664467005076142,0.05726354102418059
Middle,SNTL,SNTL:763,6095,0.26579163248564397,1.5922887612797374,0.07418721764064819
Middle,SNTL,SNTL:764,2160,0.3592592592592593,1.2064814814814815,0.22281076926654766
Middle,SNTL,SNTL:798,0,NA,NA,NA
Middle,SNTL,SNTL:826,0,NA,NA,NA
Middle,SNTL,SNTL:831,879,0.2502844141069397,1.4436860068259385,0.4067139568615288
Middle,SNTL,SNTL:833,4046,0.3526940187839842,1.1159169550173011,0.33737316815112245
Middle,SNTL,SNTL:849,3683,0.36301927776269344,1.0665218571816455,0.2541672195329349
Middle,SNTL,SNTL:853,7054,0.31599092713354127,1.2889140912957187,0.26605700249719827
Middle,SNTL,SNTL:854,3313,0.1780863265922125,2.0836100211288864,-0.07029812943082941
Middle,SNTL,SNTL:895,3359,0.3313486156594225,1.2756772849062221,0.15683312738236374
Middle,SNTL,SNTL:921,2494,0.34242181234963914,1.306335204490778,0.2577753123982383
Middle,SNTL,SNTL:969,6694,0.29354645951598446,1.2793546459515985,0.2815944282740459
Middle,SNTL,SNTL:978,5266,0.3230155715913407,1.2218002278769464,0.24301255962087082
Middle,UMRB Mesonet,WTES2,0,NA,NA,NA
Middle,USCRN,1010,3934,0.27147941026944583,1.4008642602948653,0.1832974450715477
Middle,USCRN,1031,4114,0.2982498784637822,1.4022848808945065,0.21268899432461846
Middle,USCRN,1066,3851,0.4069072968060244,0.9327447416255518,0.3910434902039784
Middle,USCRN,1109,3551,0.3722894959166432,1.023655308363841,0.34072875436089345
Middle,USCRN,1467,3785,0.3392338177014531,1.1569352708058125,0.25795304180636086
Middle,USCRN,1612,3098,0.32052937378954166,1.1233053582956747,0.24922987275950254
Middle,USCRN,1772,4171,0.2812275233756893,1.2783505154639174,0.29136117595913397
Middle,UMRB Mesonet,BCHN8,0,NA,NA,NA
Middle,UMRB Mesonet,BDVM8,0,NA,NA,NA
Middle,UMRB Mesonet,CPTS2,0,NA,NA,NA
Middle,UMRB Mesonet,EDGN8,0,NA,NA,NA
Middle,UMRB Mesonet,EDTS2,0,NA,NA,NA
Middle,UMRB Mesonet,FTUN8,0,NA,NA,NA
Middle,UMRB Mesonet,HAEM8,0,NA,NA,NA
Middle,UMRB Mesonet,HAMS2,0,NA,NA,NA
Middle,UMRB Mesonet,MMDN8,0,NA,NA,NA
Middle,SCAN,SCAN:2009,7636,0.27003666841278157,1.4884756416972236,0.2408564558645801
Middle,SCAN,SCAN:2020,7405,0.3948683322079676,0.9781228899392302,0.41332506610824316
Middle,SCAN,SCAN:2033,7546,0.19122714020673204,2.0952822687516566,0.03713429837953224
Middle,SCAN,SCAN:2043,6833,0.35211473730425874,1.258890677594029,0.31013901242417535
Middle,SCAN,SCAN:2076,6393,0.3239480681995933,1.2635695291725324,0.33286430591168564
Middle,SCAN,SCAN:2108,5192,0.16275038520801233,1.8667180277349769,0.03437050584355265
Middle,SCAN,SCAN:2111,3391,0.3196697139486877,1.26658802713064,0.2678483314620431
Middle,SCAN,SCAN:2131,4735,0.2587117212249208,1.5807814149947201,0.03769565742574969
Middle,SCAN,SCAN:2151,4193,0.28142141664679227,1.462914381111376,0.1751918794630346
Middle,SCAN,SCAN:2157,3717,0.22383642722625774,1.5864944847995694,0.10763956752499518
Middle,SCAN,SCAN:2177,3765,0.23293492695883133,1.6276228419654715,0.1562415066270175
Middle,SCAN,SCAN:2200,2972,0.2772543741588156,1.3872812920592195,0.09143015923175868
Middle,SCAN,SCAN:2207,613,0.29200652528548127,1.2544861337683524,0.15756045017271625
Middle,SCAN,SCAN:2216,0,NA,NA,NA
Middle,SCAN,SCAN:2218,2454,0.3920130399348003,1.0138549307253464,0.31799039442613397
Middle,SCAN,SCAN:2219,176,0.2159090909090909,1.5738636363636365,0.12026121618183344
Middle,UMRB Mesonet,SFSS2,0,NA,NA,NA
Middle,SNTL,SNTL:1006,5724,0.30101327742837175,1.4030398322851152,0.05863267425804911
Middle,SNTL,SNTL:1049,6378,0.2812793979303857,1.3878958921291942,0.22715424574916326
Middle,SNTL,SNTL:1066,5731,0.28581399406735297,1.4135403943465363,0.1040107868892832
Middle,SNTL,SNTL:1082,2359,0.2607036880033913,1.529461636286562,0.09282758968606264
Middle,SNTL,SNTL:1084,0,NA,NA,NA
Middle,SNTL,SNTL:1118,3007,0.17492517459261722,1.9584303292317924,-0.034515263102249186
Middle,SNTL,SNTL:1119,2076,0.22928709055876687,1.5130057803468209,0.3037990796044255
Middle,SNTL,SNTL:1150,3484,0.2967853042479908,1.3237657864523535,0.1306769426019921
Middle,SNTL,SNTL:1155,3830,0.2772845953002611,1.3381201044386424,0.2601770823091952
Middle,SNTL,SNTL:1215,3248,0.32358374384236455,1.1400862068965518,0.29057611471445105
Middle,SNTL,SNTL:1227,2158,0.3086190917516219,1.2998146431881372,0.18664717801535877
Middle,SNTL,SNTL:1271,2601,0.2975778546712803,1.2618223760092273,0.31391587418697076
Middle,SNTL,SNTL:308,2784,0.23204022988505746,1.6038074712643677,0.10578093696724973
Middle,SNTL,SNTL:400,5849,0.3096255770217131,1.2663703197127714,0.23281228131899664
Middle,SNTL,SNTL:417,5015,0.3403788634097707,1.2127617148554337,0.2549748620392074
Middle,SNTL,SNTL:430,4040,0.33094059405940596,1.1705445544554456,0.3693687593901658
Middle,SNTL,SNTL:454,6571,0.3043676761527926,1.3574798356414548,0.18391864383368373
Middle,SNTL,SNTL:473,7050,0.31872340425531914,1.302695035460993,0.17765708589917673
Middle,SNTL,SNTL:475,5920,0.33868243243243246,1.162837837837838,0.2855261002986496
Middle,SNTL,SNTL:524,2693,0.28815447456368365,1.2848124767916822,0.18118094691165415
Middle,SNTL,SNTL:533,6170,0.34100486223662885,1.3426256077795786,0.15487831968719337
Middle,SNTL,SNTL:607,3959,0.33240717352866883,1.2546097499368527,0.19011743483335067
Middle,SNTL,SNTL:612,5943,0.22968197879858657,1.7136126535419822,0.047192187434001207
Middle,SNTL,SNTL:623,4010,0.34713216957605986,1.1615960099750624,0.24733812004431857
Middle,SNTL,SNTL:626,5020,0.2689243027888446,1.5249003984063745,0.15865248161638743
Middle,SNTL,SNTL:684,5536,0.2733020231213873,1.5558164739884393,0.15318544920159846
Middle,SNTL,SNTL:706,0,NA,NA,NA
Middle,SNTL,SNTL:749,3482,0.34549109707064907,1.134979896611143,0.19629691149137488
Middle,SNTL,SNTL:771,6606,0.2779291553133515,1.4131092945806842,0.22729785254655407
Middle,SNTL,SNTL:774,5512,0.32547169811320753,1.2944484760522497,0.1679501905196923
Middle,SNTL,SNTL:805,3251,0.40972008612734545,1.0175330667486928,0.3798029211144064
Middle,SNTL,SNTL:857,3944,0.2578600405679513,1.7411257606490873,0.14384452956458169
Middle,SNTL,SNTL:862,0,NA,NA,NA
Middle,SNTL,SNTL:871,3505,0.3443651925820257,1.2485021398002853,0.19484365607961626
Middle,SNTL,SNTL:897,0,NA,NA,NA
Middle,SNTL,SNTL:938,2521,0.28401428004760015,1.2030940103133676,0.2803605381547726
Middle,SNTL,SNTL:939,3228,0.2989467162329616,1.3952912019826518,0.29753649948096833
Middle,SNTL,SNTL:940,4233,0.322702575005906,1.1318214032600993,0.34871953771649983
Middle,SNTL,SNTL:989,6003,0.37314675995335667,1.207896051974013,0.2121162610066115
Middle,USCRN,1009,3139,0.3424657534246575,1.1465434851863652,0.40931342797732717
Middle,USCRN,1015,3616,0.3329646017699115,1.2226216814159292,0.3136661531663279
Middle,USCRN,1018,3675,0.2985034013605442,1.2530612244897958,0.30759545129586285
Middle,USCRN,1034,3345,0.3733931240657698,1.081913303437967,0.2356487745457028
Middle,USCRN,1043,4255,0.29612220916568743,1.2883666274970622,0.3535296896496726
Middle,USCRN,1115,3786,0.31088219756999474,1.2107765451664025,0.4062931734315712
Middle,USCRN,1510,4875,0.32861538461538464,1.2268717948717949,0.3528380014510549
Middle,USCRN,1530,3136,0.33705357142857145,1.190688775510204,0.26959448205733816
Middle,UMRB Mesonet,AIDN8,0,NA,NA,NA
Middle,UMRB Mesonet,HAZN8,0,NA,NA,NA
Middle,UMRB Mesonet,MATN8,0,NA,NA,NA
Middle,SCAN,SCAN:2011,8255,0.27244094488188975,1.592489400363416,0.16563704096614112
Middle,SCAN,SCAN:2026,6082,0.1844787898717527,1.7607694837224597,0.10074684704911338
Middle,SCAN,SCAN:2049,5100,0.3864705882352941,1.0307843137254902,0.3924021424213707
Middle,SCAN,SCAN:2089,4969,0.3010666130006037,1.3413161601931978,0.21502202642476315
Middle,SCAN,SCAN:2114,5178,0.3373889532638084,1.242371572035535,0.30413443315826805
Middle,SCAN,SCAN:2116,5033,0.20067554142658453,2.0917941585535464,-0.022594319257465537
Middle,SCAN,SCAN:2119,5500,0.3130909090909091,1.2532727272727273,0.1986276542718018
Middle,SCAN,SCAN:2155,3386,0.21027761370348494,1.6792675723567632,0.0637156655120804
Middle,SCAN,SCAN:2161,4300,0.2862790697674419,1.3874418604651162,0.1137080938837624
Middle,SCAN,SCAN:2182,2456,0.3550488599348534,1.1229641693811074,0.3272168837627852
Middle,SCAN,SCAN:2187,3639,0.27287716405605933,1.5864248419895575,0.057701435740532915
Middle,SCAN,SCAN:2199,348,0.08908045977011494,1.8218390804597702,-0.10420152929408746
Middle,SCAN,SCAN:2203,1987,0.2506290890790136,1.56064418721691,0.14043090778833014
Middle,SCAN,SCAN:2227,0,NA,NA,NA
Middle,UMRB Mesonet,SEEN8,0,NA,NA,NA
Middle,SNTL,SNTL:1081,5687,0.2692104800422015,1.474415333216107,0.12493580150035381
Middle,SNTL,SNTL:1135,4681,0.25101474044007693,1.5834223456526384,0.1240461824078073
Middle,SNTL,SNTL:1139,3355,0.3239940387481371,1.2163934426229508,0.21284331970653722
Middle,SNTL,SNTL:1154,2357,0.3419601187950785,1.1523122613491728,0.3159165963961278
Middle,SNTL,SNTL:1156,4072,0.29788801571709234,1.3050098231827112,0.2206708227096268
Middle,SNTL,SNTL:1162,2640,0.3390151515151515,1.2109848484848484,0.2771237191673436
Middle,SNTL,SNTL:1164,0,NA,NA,NA
Middle,SNTL,SNTL:1173,760,0.2394736842105263,1.4460526315789475,0.3956215691764721
Middle,SNTL,SNTL:1222,2747,0.2566436112122315,1.4710593374590462,0.3122982985575526
Middle,SNTL,SNTL:1224,2037,0.3289150711831124,1.1561119293078055,0.43230239015537875
Middle,SNTL,SNTL:1247,1979,0.32289034866093985,1.2036382011116726,0.4339337967185311
Middle,SNTL,SNTL:321,2223,0.32613585245164195,1.2375168690958165,0.2993694639388746
Middle,SNTL,SNTL:330,6293,0.3503893214682981,1.2164309550293977,0.2843247371467301
Middle,SNTL,SNTL:332,6830,0.23045387994143485,1.759736456808199,0.06888688031521642
Middle,SNTL,SNTL:335,4260,0.36220657276995305,1.106338028169014,0.35743091937824845
Middle,SNTL,SNTL:337,3842,0.33524206142634044,1.1199895887558564,0.23332756274718214
Middle,SNTL,SNTL:369,4790,0.2104384133611691,1.9014613778705636,0.11094478718892319
Middle,SNTL,SNTL:396,3508,0.387115165336374,0.9777651083238312,0.4454644812918184
Middle,SNTL,SNTL:399,5698,0.2723762723762724,1.5238680238680238,0.1806960323060736
Middle,SNTL,SNTL:450,1600,0.318125,1.21625,0.31260205168764993
Middle,SNTL,SNTL:457,6446,0.23518461061123178,1.730065156686317,0.11913838624964714
Middle,SNTL,SNTL:461,5774,0.26359542777970213,1.3330446830620022,0.28281599768135685
Middle,SNTL,SNTL:484,6812,0.33998825601879035,1.3037287140340577,0.1724952116273602
Middle,SNTL,SNTL:508,7233,0.3423199225770773,1.1155813631964606,0.3085426054177645
Middle,SNTL,SNTL:548,6316,0.33201393286890435,1.231000633312223,0.23388230848215494
Middle,SNTL,SNTL:559,5773,0.3007102026675905,1.3918240083145679,0.24670580686088647
Middle,SNTL,SNTL:575,6053,0.2635056996530646,1.4349909135965637,0.18531918949213133
Middle,SNTL,SNTL:587,5325,0.24056338028169014,1.6430046948356807,0.12524201873827479
